	filename	determiner	monotonicity	gold_label	replace_target	replace_source	replace_mode	ori_sentence	new_sentence
3284	silver/p02/d3049	every	downward_monotone	neutral	body	mediocrity	noun_hypernym_obj	The name of this statesman is known to every mediocrity in Japan .	The name of this statesman is known to every body in Japan .
3285	silver/p02/d3049	every	downward_monotone	entailment	body	seeder	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every seeder in Japan .
3286	silver/p02/d3049	every	downward_monotone	neutral	body	seeder	noun_hypernym_obj	The name of this statesman is known to every seeder in Japan .	The name of this statesman is known to every body in Japan .
3287	silver/p02/d3049	every	downward_monotone	entailment	body	cloud seeder	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every cloud seeder in Japan .
3288	silver/p02/d3049	every	downward_monotone	neutral	body	cloud seeder	noun_hypernym_obj	The name of this statesman is known to every cloud seeder in Japan .	The name of this statesman is known to every body in Japan .
3289	silver/p02/d3049	every	downward_monotone	entailment	body	seeker	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every seeker in Japan .
3290	silver/p02/d3049	every	downward_monotone	neutral	body	seeker	noun_hypernym_obj	The name of this statesman is known to every seeker in Japan .	The name of this statesman is known to every body in Japan .
3291	silver/p02/d3049	every	downward_monotone	entailment	body	searcher	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every searcher in Japan .
3292	silver/p02/d3049	every	downward_monotone	neutral	body	searcher	noun_hypernym_obj	The name of this statesman is known to every searcher in Japan .	The name of this statesman is known to every body in Japan .
3293	silver/p02/d3049	every	downward_monotone	entailment	body	quester	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every quester in Japan .
3294	silver/p02/d3049	every	downward_monotone	neutral	body	quester	noun_hypernym_obj	The name of this statesman is known to every quester in Japan .	The name of this statesman is known to every body in Japan .
3295	silver/p02/d3049	every	downward_monotone	entailment	body	segregate	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every segregate in Japan .
3296	silver/p02/d3049	every	downward_monotone	neutral	body	segregate	noun_hypernym_obj	The name of this statesman is known to every segregate in Japan .	The name of this statesman is known to every body in Japan .
3297	silver/p02/d3049	every	downward_monotone	entailment	body	self	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every self in Japan .
3298	silver/p02/d3049	every	downward_monotone	neutral	body	self	noun_hypernym_obj	The name of this statesman is known to every self in Japan .	The name of this statesman is known to every body in Japan .
3299	silver/p02/d3049	every	downward_monotone	entailment	body	sensualist	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every sensualist in Japan .
3300	silver/p02/d3049	every	downward_monotone	neutral	body	sensualist	noun_hypernym_obj	The name of this statesman is known to every sensualist in Japan .	The name of this statesman is known to every body in Japan .
3301	silver/p02/d3049	every	downward_monotone	entailment	body	sentimentalist	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every sentimentalist in Japan .
3302	silver/p02/d3049	every	downward_monotone	neutral	body	sentimentalist	noun_hypernym_obj	The name of this statesman is known to every sentimentalist in Japan .	The name of this statesman is known to every body in Japan .
3303	silver/p02/d3049	every	downward_monotone	entailment	body	romanticist	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every romanticist in Japan .
3304	silver/p02/d3049	every	downward_monotone	neutral	body	romanticist	noun_hypernym_obj	The name of this statesman is known to every romanticist in Japan .	The name of this statesman is known to every body in Japan .
3305	silver/p02/d3049	every	downward_monotone	entailment	body	sex object	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every sex object in Japan .
3306	silver/p02/d3049	every	downward_monotone	neutral	body	sex object	noun_hypernym_obj	The name of this statesman is known to every sex object in Japan .	The name of this statesman is known to every body in Japan .
3307	silver/p02/d3049	every	downward_monotone	entailment	body	sex symbol	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every sex symbol in Japan .
3308	silver/p02/d3049	every	downward_monotone	neutral	body	sex symbol	noun_hypernym_obj	The name of this statesman is known to every sex symbol in Japan .	The name of this statesman is known to every body in Japan .
3309	silver/p02/d3049	every	downward_monotone	entailment	body	shaker	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every shaker in Japan .
3310	silver/p02/d3049	every	downward_monotone	neutral	body	shaker	noun_hypernym_obj	The name of this statesman is known to every shaker in Japan .	The name of this statesman is known to every body in Japan .
3311	silver/p02/d3049	every	downward_monotone	entailment	body	mover and shaker	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every mover and shaker in Japan .
3312	silver/p02/d3049	every	downward_monotone	neutral	body	mover and shaker	noun_hypernym_obj	The name of this statesman is known to every mover and shaker in Japan .	The name of this statesman is known to every body in Japan .
3313	silver/p02/d3049	every	downward_monotone	entailment	body	showman	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every showman in Japan .
3314	silver/p02/d3049	every	downward_monotone	neutral	body	showman	noun_hypernym_obj	The name of this statesman is known to every showman in Japan .	The name of this statesman is known to every body in Japan .
3315	silver/p02/d3049	every	downward_monotone	entailment	body	signer	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every signer in Japan .
3316	silver/p02/d3049	every	downward_monotone	neutral	body	signer	noun_hypernym_obj	The name of this statesman is known to every signer in Japan .	The name of this statesman is known to every body in Japan .
3317	silver/p02/d3049	every	downward_monotone	entailment	body	signatory	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every signatory in Japan .
3318	silver/p02/d3049	every	downward_monotone	neutral	body	signatory	noun_hypernym_obj	The name of this statesman is known to every signatory in Japan .	The name of this statesman is known to every body in Japan .
3319	silver/p02/d3049	every	downward_monotone	entailment	body	simpleton	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every simpleton in Japan .
3320	silver/p02/d3049	every	downward_monotone	neutral	body	simpleton	noun_hypernym_obj	The name of this statesman is known to every simpleton in Japan .	The name of this statesman is known to every body in Japan .
3321	silver/p02/d3049	every	downward_monotone	entailment	body	simple	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every simple in Japan .
3322	silver/p02/d3049	every	downward_monotone	neutral	body	simple	noun_hypernym_obj	The name of this statesman is known to every simple in Japan .	The name of this statesman is known to every body in Japan .
